state,year,month,drug_type,deaths, deaths
West Virginia,2015,September,"Synthetic opioids, excl. methadone (T40.4)",187.0,187.0
West Virginia,2015,September,Natural & semi-synthetic opioids (T40.2),374.0,374.0
West Virginia,2015,September,"Opioids (T40.0-T40.4,T40.6)",612.0,612.0
West Virginia,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",397.0,397.0
West Virginia,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",499.0,499.0
West Virginia,2018,April,"Synthetic opioids, excl. methadone (T40.4)",587.0,587.0
West Virginia,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",746.0,746.0
West Virginia,2018,April,Natural & semi-synthetic opioids (T40.2),258.0,258.0
West Virginia,2018,April,"Opioids (T40.0-T40.4,T40.6)",772.0,772.0
West Virginia,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",284.0,284.0
West Virginia,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",739.0,739.0
West Virginia,2018,August,Natural & semi-synthetic opioids (T40.2),231.0,231.0
West Virginia,2018,August,"Synthetic opioids, excl. methadone (T40.4)",596.0,596.0
West Virginia,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",255.0,255.0
West Virginia,2018,August,"Opioids (T40.0-T40.4,T40.6)",761.0,761.0
West Virginia,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",705.0,705.0
West Virginia,2018,December,"Opioids (T40.0-T40.4,T40.6)",730.0,730.0
West Virginia,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",238.0,238.0
West Virginia,2018,December,"Synthetic opioids, excl. methadone (T40.4)",574.0,574.0
West Virginia,2018,December,Natural & semi-synthetic opioids (T40.2),216.0,216.0
West Virginia,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",771.0,771.0
West Virginia,2018,February,Natural & semi-synthetic opioids (T40.2),262.0,262.0
West Virginia,2018,February,"Synthetic opioids, excl. methadone (T40.4)",606.0,606.0
West Virginia,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",290.0,290.0
West Virginia,2018,February,"Opioids (T40.0-T40.4,T40.6)",804.0,804.0
West Virginia,2018,January,Natural & semi-synthetic opioids (T40.2),272.0,272.0
West Virginia,2018,January,"Synthetic opioids, excl. methadone (T40.4)",620.0,620.0
West Virginia,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299.0,299.0
West Virginia,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",794.0,794.0
West Virginia,2018,January,"Opioids (T40.0-T40.4,T40.6)",831.0,831.0
West Virginia,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",722.0,722.0
West Virginia,2018,July,"Synthetic opioids, excl. methadone (T40.4)",582.0,582.0
West Virginia,2018,July,Natural & semi-synthetic opioids (T40.2),227.0,227.0
West Virginia,2018,July,"Opioids (T40.0-T40.4,T40.6)",744.0,744.0
West Virginia,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",252.0,252.0
West Virginia,2018,June,"Opioids (T40.0-T40.4,T40.6)",764.0,764.0
West Virginia,2018,June,"Synthetic opioids, excl. methadone (T40.4)",584.0,584.0
West Virginia,2018,June,Natural & semi-synthetic opioids (T40.2),241.0,241.0
West Virginia,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",737.0,737.0
West Virginia,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",268.0,268.0
West Virginia,2018,March,Natural & semi-synthetic opioids (T40.2),263.0,263.0
West Virginia,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",290.0,290.0
West Virginia,2018,March,"Synthetic opioids, excl. methadone (T40.4)",606.0,606.0
West Virginia,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",766.0,766.0
West Virginia,2018,March,"Opioids (T40.0-T40.4,T40.6)",795.0,795.0
West Virginia,2018,May,"Opioids (T40.0-T40.4,T40.6)",764.0,764.0
West Virginia,2018,May,"Synthetic opioids, excl. methadone (T40.4)",585.0,585.0
West Virginia,2018,May,Natural & semi-synthetic opioids (T40.2),247.0,247.0
West Virginia,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",737.0,737.0
West Virginia,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",272.0,272.0
West Virginia,2018,November,"Synthetic opioids, excl. methadone (T40.4)",586.0,586.0
West Virginia,2018,November,"Opioids (T40.0-T40.4,T40.6)",748.0,748.0
West Virginia,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",248.0,248.0
West Virginia,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",722.0,722.0
West Virginia,2018,November,Natural & semi-synthetic opioids (T40.2),227.0,227.0
West Virginia,2018,October,Natural & semi-synthetic opioids (T40.2),230.0,230.0
West Virginia,2018,October,"Opioids (T40.0-T40.4,T40.6)",765.0,765.0
West Virginia,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",739.0,739.0
West Virginia,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",252.0,252.0
West Virginia,2018,October,"Synthetic opioids, excl. methadone (T40.4)",595.0,595.0
West Virginia,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",749.0,749.0
West Virginia,2018,September,Natural & semi-synthetic opioids (T40.2),229.0,229.0
West Virginia,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",253.0,253.0
West Virginia,2018,September,"Opioids (T40.0-T40.4,T40.6)",771.0,771.0
West Virginia,2018,September,"Synthetic opioids, excl. methadone (T40.4)",603.0,603.0
West Virginia,2019,April,Natural & semi-synthetic opioids (T40.2),199.0,199.0
West Virginia,2019,April,"Synthetic opioids, excl. methadone (T40.4)",563.0,563.0
West Virginia,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",683.0,683.0
West Virginia,2019,April,"Opioids (T40.0-T40.4,T40.6)",704.0,704.0
West Virginia,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",215.0,215.0
West Virginia,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",635.0,635.0
West Virginia,2019,August,"Opioids (T40.0-T40.4,T40.6)",656.0,656.0
West Virginia,2019,August,"Synthetic opioids, excl. methadone (T40.4)",535.0,535.0
West Virginia,2019,August,Natural & semi-synthetic opioids (T40.2),183.0,183.0
West Virginia,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",194.0,194.0
West Virginia,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",179.0,179.0
West Virginia,2019,December,Natural & semi-synthetic opioids (T40.2),168.0,168.0
West Virginia,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",650.0,650.0
West Virginia,2019,December,"Opioids (T40.0-T40.4,T40.6)",665.0,665.0
West Virginia,2019,December,"Synthetic opioids, excl. methadone (T40.4)",567.0,567.0
West Virginia,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",231.0,231.0
West Virginia,2019,February,"Synthetic opioids, excl. methadone (T40.4)",558.0,558.0
West Virginia,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",690.0,690.0
West Virginia,2019,February,"Opioids (T40.0-T40.4,T40.6)",713.0,713.0
West Virginia,2019,February,Natural & semi-synthetic opioids (T40.2),212.0,212.0
West Virginia,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",241.0,241.0
West Virginia,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",708.0,708.0
West Virginia,2019,January,"Synthetic opioids, excl. methadone (T40.4)",573.0,573.0
West Virginia,2019,January,"Opioids (T40.0-T40.4,T40.6)",730.0,730.0
West Virginia,2019,January,Natural & semi-synthetic opioids (T40.2),220.0,220.0
West Virginia,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",646.0,646.0
West Virginia,2019,July,"Opioids (T40.0-T40.4,T40.6)",669.0,669.0
West Virginia,2019,July,"Synthetic opioids, excl. methadone (T40.4)",537.0,537.0
West Virginia,2019,July,Natural & semi-synthetic opioids (T40.2),188.0,188.0
West Virginia,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",202.0,202.0
West Virginia,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",644.0,644.0
West Virginia,2019,June,"Opioids (T40.0-T40.4,T40.6)",669.0,669.0
West Virginia,2019,June,"Synthetic opioids, excl. methadone (T40.4)",535.0,535.0
West Virginia,2019,June,Natural & semi-synthetic opioids (T40.2),187.0,187.0
West Virginia,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",201.0,201.0
West Virginia,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",679.0,679.0
West Virginia,2019,March,"Synthetic opioids, excl. methadone (T40.4)",554.0,554.0
West Virginia,2019,March,Natural & semi-synthetic opioids (T40.2),201.0,201.0
West Virginia,2019,March,"Opioids (T40.0-T40.4,T40.6)",702.0,702.0
West Virginia,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",219.0,219.0
West Virginia,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",666.0,666.0
West Virginia,2019,May,"Synthetic opioids, excl. methadone (T40.4)",549.0,549.0
West Virginia,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",213.0,213.0
West Virginia,2019,May,"Opioids (T40.0-T40.4,T40.6)",690.0,690.0
West Virginia,2019,May,Natural & semi-synthetic opioids (T40.2),198.0,198.0
West Virginia,2019,November,"Opioids (T40.0-T40.4,T40.6)",662.0,662.0
West Virginia,2019,November,"Synthetic opioids, excl. methadone (T40.4)",559.0,559.0
West Virginia,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",646.0,646.0
West Virginia,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",178.0,178.0
West Virginia,2019,November,Natural & semi-synthetic opioids (T40.2),166.0,166.0
West Virginia,2019,October,Natural & semi-synthetic opioids (T40.2),162.0,162.0
West Virginia,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",625.0,625.0
West Virginia,2019,October,"Opioids (T40.0-T40.4,T40.6)",643.0,643.0
West Virginia,2019,October,"Synthetic opioids, excl. methadone (T40.4)",540.0,540.0
West Virginia,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",173.0,173.0
West Virginia,2019,September,"Opioids (T40.0-T40.4,T40.6)",647.0,647.0
West Virginia,2019,September,Natural & semi-synthetic opioids (T40.2),173.0,173.0
West Virginia,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",626.0,626.0
West Virginia,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",183.0,183.0
West Virginia,2019,September,"Synthetic opioids, excl. methadone (T40.4)",535.0,535.0
West Virginia,2020,April,"Opioids (T40.0-T40.4,T40.6)",720.0,720.0
West Virginia,2020,April,"Synthetic opioids, excl. methadone (T40.4)",632.0,632.0
West Virginia,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",706.0,706.0
West Virginia,2020,April,Natural & semi-synthetic opioids (T40.2),178.0,178.0
West Virginia,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193.0,193.0
West Virginia,2020,August,"Opioids (T40.0-T40.4,T40.6)",964.0,964.0
West Virginia,2020,August,Natural & semi-synthetic opioids (T40.2),235.0,235.0
West Virginia,2020,August,"Synthetic opioids, excl. methadone (T40.4)",877.0,877.0
West Virginia,2020,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",954.0,954.0
West Virginia,2020,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",263.0,263.0
West Virginia,2020,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",311.0,311.0
West Virginia,2020,December,"Synthetic opioids, excl. methadone (T40.4)",1052.0,1052.0
West Virginia,2020,December,Natural & semi-synthetic opioids (T40.2),283.0,283.0
West Virginia,2020,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1125.0,1125.0
West Virginia,2020,December,"Opioids (T40.0-T40.4,T40.6)",1137.0,1137.0
West Virginia,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",183.0,183.0
West Virginia,2020,February,Natural & semi-synthetic opioids (T40.2),174.0,174.0
West Virginia,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",679.0,679.0
West Virginia,2020,February,"Opioids (T40.0-T40.4,T40.6)",693.0,693.0
West Virginia,2020,February,"Synthetic opioids, excl. methadone (T40.4)",597.0,597.0
West Virginia,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",180.0,180.0
West Virginia,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",667.0,667.0
West Virginia,2020,January,"Opioids (T40.0-T40.4,T40.6)",682.0,682.0
West Virginia,2020,January,Natural & semi-synthetic opioids (T40.2),169.0,169.0
West Virginia,2020,January,"Synthetic opioids, excl. methadone (T40.4)",582.0,582.0
West Virginia,2020,July,Natural & semi-synthetic opioids (T40.2),225.0,225.0
West Virginia,2020,July,"Opioids (T40.0-T40.4,T40.6)",933.0,933.0
West Virginia,2020,July,"Synthetic opioids, excl. methadone (T40.4)",848.0,848.0
West Virginia,2020,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",923.0,923.0
West Virginia,2020,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",249.0,249.0
West Virginia,2020,June,"Opioids (T40.0-T40.4,T40.6)",896.0,896.0
West Virginia,2020,June,Natural & semi-synthetic opioids (T40.2),218.0,218.0
West Virginia,2020,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",887.0,887.0
West Virginia,2020,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",239.0,239.0
West Virginia,2020,June,"Synthetic opioids, excl. methadone (T40.4)",810.0,810.0
West Virginia,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",687.0,687.0
West Virginia,2020,March,"Opioids (T40.0-T40.4,T40.6)",700.0,700.0
West Virginia,2020,March,"Synthetic opioids, excl. methadone (T40.4)",607.0,607.0
West Virginia,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",187.0,187.0
West Virginia,2020,March,Natural & semi-synthetic opioids (T40.2),175.0,175.0
West Virginia,2020,May,Natural & semi-synthetic opioids (T40.2),205.0,205.0
West Virginia,2020,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",224.0,224.0
West Virginia,2020,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",817.0,817.0
West Virginia,2020,May,"Opioids (T40.0-T40.4,T40.6)",827.0,827.0
West Virginia,2020,May,"Synthetic opioids, excl. methadone (T40.4)",741.0,741.0
West Virginia,2020,November,"Synthetic opioids, excl. methadone (T40.4)",1008.0,1008.0
West Virginia,2020,November,Natural & semi-synthetic opioids (T40.2),276.0,276.0
West Virginia,2020,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",305.0,305.0
West Virginia,2020,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1082.0,1082.0
West Virginia,2020,November,"Opioids (T40.0-T40.4,T40.6)",1094.0,1094.0
West Virginia,2020,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",302.0,302.0
West Virginia,2020,October,"Opioids (T40.0-T40.4,T40.6)",1053.0,1053.0
West Virginia,2020,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1044.0,1044.0
West Virginia,2020,October,"Synthetic opioids, excl. methadone (T40.4)",971.0,971.0
West Virginia,2020,October,Natural & semi-synthetic opioids (T40.2),274.0,274.0
West Virginia,2020,September,"Opioids (T40.0-T40.4,T40.6)",1026.0,1026.0
West Virginia,2020,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",287.0,287.0
West Virginia,2020,September,"Synthetic opioids, excl. methadone (T40.4)",941.0,941.0
West Virginia,2020,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1016.0,1016.0
West Virginia,2020,September,Natural & semi-synthetic opioids (T40.2),257.0,257.0
West Virginia,2021,February,Natural & semi-synthetic opioids (T40.2),281.0,281.0
West Virginia,2021,February,"Synthetic opioids, excl. methadone (T40.4)",1135.0,1135.0
West Virginia,2021,February,"Opioids (T40.0-T40.4,T40.6)",1208.0,1208.0
West Virginia,2021,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",310.0,310.0
West Virginia,2021,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1197.0,1197.0
West Virginia,2021,January,Natural & semi-synthetic opioids (T40.2),284.0,284.0
West Virginia,2021,January,"Opioids (T40.0-T40.4,T40.6)",1186.0,1186.0
West Virginia,2021,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",312.0,312.0
West Virginia,2021,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1174.0,1174.0
West Virginia,2021,January,"Synthetic opioids, excl. methadone (T40.4)",1108.0,1108.0
West Virginia,2021,March,"Opioids (T40.0-T40.4,T40.6)",1230.0,1230.0
West Virginia,2021,March,Natural & semi-synthetic opioids (T40.2),285.0,285.0
West Virginia,2021,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1219.0,1219.0
West Virginia,2021,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",314.0,314.0
West Virginia,2021,March,"Synthetic opioids, excl. methadone (T40.4)",1160.0,1160.0
Wyoming,2018,April,"Synthetic opioids, excl. methadone (T40.4)",14.0,14.0
Wyoming,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",40.0,40.0
Wyoming,2018,April,Natural & semi-synthetic opioids (T40.2),31.0,31.0
Wyoming,2018,April,"Opioids (T40.0-T40.4,T40.6)",43.0,43.0
Wyoming,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",32.0,32.0
Wyoming,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39.0,39.0
Wyoming,2018,August,Natural & semi-synthetic opioids (T40.2),29.0,29.0
Wyoming,2018,August,"Synthetic opioids, excl. methadone (T40.4)",13.0,13.0
Wyoming,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",30.0,30.0
Wyoming,2018,August,"Opioids (T40.0-T40.4,T40.6)",43.0,43.0
Wyoming,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",36.0,36.0
Wyoming,2018,December,"Opioids (T40.0-T40.4,T40.6)",41.0,41.0
Wyoming,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",29.0,29.0
Wyoming,2018,December,Natural & semi-synthetic opioids (T40.2),28.0,28.0
Wyoming,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2018,February,Natural & semi-synthetic opioids (T40.2),28.0,28.0
Wyoming,2018,February,"Synthetic opioids, excl. methadone (T40.4)",14.0,14.0
Wyoming,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",28.0,28.0
Wyoming,2018,February,"Opioids (T40.0-T40.4,T40.6)",40.0,40.0
Wyoming,2018,January,Natural & semi-synthetic opioids (T40.2),27.0,27.0
Wyoming,2018,January,"Synthetic opioids, excl. methadone (T40.4)",14.0,14.0
Wyoming,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",28.0,28.0
Wyoming,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2018,January,"Opioids (T40.0-T40.4,T40.6)",40.0,40.0
Wyoming,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",36.0,36.0
Wyoming,2018,July,"Synthetic opioids, excl. methadone (T40.4)",12.0,12.0
Wyoming,2018,July,Natural & semi-synthetic opioids (T40.2),28.0,28.0
Wyoming,2018,July,"Opioids (T40.0-T40.4,T40.6)",40.0,40.0
Wyoming,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",29.0,29.0
Wyoming,2018,June,"Opioids (T40.0-T40.4,T40.6)",41.0,41.0
Wyoming,2018,June,"Synthetic opioids, excl. methadone (T40.4)",11.0,11.0
Wyoming,2018,June,Natural & semi-synthetic opioids (T40.2),30.0,30.0
Wyoming,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",31.0,31.0
Wyoming,2018,March,Natural & semi-synthetic opioids (T40.2),29.0,29.0
Wyoming,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",29.0,29.0
Wyoming,2018,March,"Synthetic opioids, excl. methadone (T40.4)",13.0,13.0
Wyoming,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2018,March,"Opioids (T40.0-T40.4,T40.6)",40.0,40.0
Wyoming,2018,May,"Opioids (T40.0-T40.4,T40.6)",42.0,42.0
Wyoming,2018,May,"Synthetic opioids, excl. methadone (T40.4)",13.0,13.0
Wyoming,2018,May,Natural & semi-synthetic opioids (T40.2),29.0,29.0
Wyoming,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",38.0,38.0
Wyoming,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",30.0,30.0
Wyoming,2018,November,"Opioids (T40.0-T40.4,T40.6)",39.0,39.0
Wyoming,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",27.0,27.0
Wyoming,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",34.0,34.0
Wyoming,2018,November,Natural & semi-synthetic opioids (T40.2),26.0,26.0
Wyoming,2018,October,Natural & semi-synthetic opioids (T40.2),28.0,28.0
Wyoming,2018,October,"Opioids (T40.0-T40.4,T40.6)",42.0,42.0
Wyoming,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",29.0,29.0
Wyoming,2018,October,"Synthetic opioids, excl. methadone (T40.4)",12.0,12.0
Wyoming,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",41.0,41.0
Wyoming,2018,September,Natural & semi-synthetic opioids (T40.2),31.0,31.0
Wyoming,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",32.0,32.0
Wyoming,2018,September,"Opioids (T40.0-T40.4,T40.6)",46.0,46.0
Wyoming,2018,September,"Synthetic opioids, excl. methadone (T40.4)",13.0,13.0
Wyoming,2019,April,Natural & semi-synthetic opioids (T40.2),28.0,28.0
Wyoming,2019,April,"Synthetic opioids, excl. methadone (T40.4)",11.0,11.0
Wyoming,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2019,April,"Opioids (T40.0-T40.4,T40.6)",42.0,42.0
Wyoming,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",28.0,28.0
Wyoming,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37.0,37.0
Wyoming,2019,August,"Opioids (T40.0-T40.4,T40.6)",43.0,43.0
Wyoming,2019,August,Natural & semi-synthetic opioids (T40.2),31.0,31.0
Wyoming,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",31.0,31.0
Wyoming,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",26.0,26.0
Wyoming,2019,December,Natural & semi-synthetic opioids (T40.2),26.0,26.0
Wyoming,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",38.0,38.0
Wyoming,2019,December,"Opioids (T40.0-T40.4,T40.6)",43.0,43.0
Wyoming,2019,December,"Synthetic opioids, excl. methadone (T40.4)",16.0,16.0
Wyoming,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",30.0,30.0
Wyoming,2019,February,"Synthetic opioids, excl. methadone (T40.4)",11.0,11.0
Wyoming,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",38.0,38.0
Wyoming,2019,February,"Opioids (T40.0-T40.4,T40.6)",42.0,42.0
Wyoming,2019,February,Natural & semi-synthetic opioids (T40.2),29.0,29.0
Wyoming,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",28.0,28.0
Wyoming,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",36.0,36.0
Wyoming,2019,January,"Synthetic opioids, excl. methadone (T40.4)",10.0,10.0
Wyoming,2019,January,"Opioids (T40.0-T40.4,T40.6)",41.0,41.0
Wyoming,2019,January,Natural & semi-synthetic opioids (T40.2),27.0,27.0
Wyoming,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39.0,39.0
Wyoming,2019,July,"Opioids (T40.0-T40.4,T40.6)",45.0,45.0
Wyoming,2019,July,"Synthetic opioids, excl. methadone (T40.4)",10.0,10.0
Wyoming,2019,July,Natural & semi-synthetic opioids (T40.2),31.0,31.0
Wyoming,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",31.0,31.0
Wyoming,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39.0,39.0
Wyoming,2019,June,"Opioids (T40.0-T40.4,T40.6)",45.0,45.0
Wyoming,2019,June,"Synthetic opioids, excl. methadone (T40.4)",10.0,10.0
Wyoming,2019,June,Natural & semi-synthetic opioids (T40.2),31.0,31.0
Wyoming,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",31.0,31.0
Wyoming,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",42.0,42.0
Wyoming,2019,March,"Synthetic opioids, excl. methadone (T40.4)",13.0,13.0
Wyoming,2019,March,Natural & semi-synthetic opioids (T40.2),31.0,31.0
Wyoming,2019,March,"Opioids (T40.0-T40.4,T40.6)",46.0,46.0
Wyoming,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",32.0,32.0
